,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
23116,apple,"Tempe, AZ",Current Employee - Specialist,5.0,4.0,5.0,5.0,4.0,5.0,248,2017.0
23117,apple,"Lakewood, CO",Current Employee - Apple At Home Advisor,5.0,3.0,5.0,5.0,4.0,5.0,442,2015.0
23118,apple,"San Diego, CA",Former Employee - Mac Genius,4.0,3.0,5.0,3.0,3.0,4.0,0,2018.0
23119,apple,"Cupertino, CA",Former Employee - Systems Design Engineer,4.0,2.0,5.0,5.0,4.0,4.0,0,2018.0
23120,apple,"Cupertino, CA",Current Employee - Anonymous Employee,5.0,5.0,1.0,3.0,5.0,5.0,0,2018.0
23121,apple,"New York, NY",Current Employee - Lead,4.0,2.0,4.0,3.0,5.0,3.0,0,2018.0
23122,apple,"Cupertino, CA",Current Employee - Anonymous Employee,4.0,2.0,4.0,3.0,5.0,3.0,1,2018.0
23123,apple,"Orlando, FL",Former Employee - Genius,4.0,3.0,4.0,1.0,5.0,1.0,1,2018.0
23124,apple,"New York, NY",Former Employee - Head of Business Development,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23125,apple,"New York, NY",Current Employee - Apple Genius,5.0,4.0,4.0,5.0,5.0,3.0,0,2018.0
23126,apple,"Austin, TX",Former Employee - ADPS T2 Advisor,5.0,5.0,5.0,5.0,4.0,4.0,0,2018.0
23127,apple,"Elmhurst, NY",Current Employee - Technical Specialist,4.0,2.0,5.0,3.0,4.0,3.0,0,2018.0
23128,apple,"Tukwila, WA",Current Employee - Specialist,5.0,2.0,5.0,5.0,4.0,4.0,0,2018.0
23129,apple,"San Jose, CA",Current Employee - Specialist,4.0,4.0,4.0,3.0,5.0,4.0,0,2018.0
23130,apple,"New York, NY",Current Employee - Anonymous Employee,4.0,3.0,4.0,4.0,5.0,3.0,0,2018.0
23131,apple,"San Jose, CA",Former Employee - Sales Associate,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23132,apple,"Boulder, CO",Current Employee - Operations Specialist,5.0,2.0,5.0,3.0,5.0,3.0,0,2018.0
23133,apple,"Cupertino, CA",Former Employee - Software Manager,4.0,3.0,5.0,3.0,4.0,5.0,0,2018.0
23134,apple,"Bridgewater, NJ",Current Employee - Technical Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23135,apple,"Sunnyvale, CA",Current Employee - Software Engineer,5.0,4.0,5.0,4.0,4.0,5.0,0,2018.0
23136,apple,"Cupertino, CA",Former Employee - Product Design Engineer,2.0,1.0,1.0,1.0,3.0,1.0,3,2018.0
23137,apple,"Los Angeles, CA",Current Employee - Mechanical Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
23138,apple,"Cupertino, CA",Former Employee - Senior Software Engineer,2.0,3.0,3.0,2.0,3.0,4.0,1,2018.0
23139,apple,"Cupertino, CA",Former Employee - Intern,5.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
23140,apple,"Cupertino, CA",Current Employee - Head of Marketing,4.0,2.0,4.0,4.0,4.0,3.0,1,2018.0
23141,apple,"Cupertino, CA",Current Employee - Anonymous Employee,5.0,4.0,4.0,4.0,4.0,4.0,1,2018.0
23142,apple,"Short Pump, VA",Former Employee - Specialist,5.0,4.0,5.0,3.0,5.0,5.0,0,2018.0
23143,apple,"Miami, FL",Current Employee - Genius,4.0,4.0,4.0,4.0,4.0,4.0,1,2018.0
23144,apple,"Newark, NJ",Current Employee - Senior Manager,2.0,3.0,2.0,2.0,5.0,1.0,1,2018.0
23145,apple,"New York, NY",Current Employee - Specialist,4.0,3.0,5.0,4.0,4.0,5.0,0,2018.0
23146,apple,"Metairie, LA",Former Employee - Specialist,4.0,4.0,4.0,3.0,4.0,4.0,0,2018.0
23147,apple,"Los Angeles, CA",Current Employee - Specialist,4.0,3.0,4.0,3.0,4.0,4.0,0,2018.0
23148,apple,"Arlington, VA",Current Employee - Technician,3.0,3.0,2.0,3.4,3.0,1.0,0,2018.0
23149,apple,"Atlanta, GA",Former Employee - Apple At Home Advisor,4.0,3.0,5.0,3.0,5.0,4.0,0,2018.0
23150,apple,"Orlando, FL",Current Employee - College Advisor,4.0,4.0,5.0,2.0,5.0,4.0,0,2018.0
23151,apple,"Cupertino, CA",Current Employee - Scientist,4.0,4.0,4.0,2.0,4.0,3.0,1,2018.0
23152,apple,"Tulsa, OK",Former Employee - ITunes Store Senior Advisor,5.0,5.0,5.0,3.0,5.0,5.0,0,2018.0
23153,apple,"Austin, TX",Former Employee - At Home Mac+ Advisor,4.0,3.0,5.0,4.0,4.0,5.0,0,2018.0
23154,apple,"New York, NY",Current Employee - Specialist,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
23155,apple,"Freehold, NJ",Current Employee - Business Expert,2.0,5.0,5.0,1.0,3.0,1.0,0,2018.0
23156,apple,"New York, NY",Former Employee - Reatil Specialist,5.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23157,apple,"Albuquerque, NM",Former Employee - Technical Advisor,4.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
23158,apple,"Hartford, CT",Former Employee - Apple Genius,3.0,2.0,5.0,2.0,2.0,2.0,0,2018.0
23159,apple,"Macon, GA",Former Employee - Sales Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23160,apple,"Reston, VA",Current Employee - Tech Expert,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
23161,apple,"Burlingame, CA",Current Employee - Specialist,4.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
23162,apple,"Orlando, FL",Current Employee - Product Manager,2.0,2.0,2.0,2.0,2.0,2.0,1,2018.0
23163,apple,"Louisville, KY",Former Employee - Redzone Specialist,3.0,4.0,5.0,3.0,4.0,3.0,0,2018.0
23164,apple,"Cupertino, CA",Current Employee - Engineer,4.0,3.0,4.0,4.0,4.0,4.0,0,2018.0
23165,apple,"Austin, TX",Former Employee - Apple Care- Direct Dispatch/Home,3.0,1.0,5.0,1.0,3.0,5.0,0,2018.0
23166,apple,"Sunnyvale, CA",Former Employee - Senior Technical Program Manager,3.0,3.0,4.0,4.0,3.0,3.0,0,2018.0
23167,apple,"Oklahoma City, OK",Current Employee - Technical Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23168,apple,"Cupertino, CA",Current Employee - Software Engineer IV,5.0,3.0,4.0,5.0,5.0,5.0,306,2016.0
23169,apple,"Cupertino, CA",Current Employee - Creative,4.0,4.0,5.0,3.0,5.0,3.0,0,2018.0
23170,apple,"Cupertino, CA",Former Employee - Anonymous Employee,2.0,4.0,2.0,2.0,5.0,1.0,2,2018.0
23171,apple,"Oakland, CA",Former Employee - Customer Service Representative Tier II,1.0,1.0,1.0,2.0,3.0,1.0,0,2018.0
23172,apple,"Cupertino, CA",Current Employee - Site Reliability Engineer,5.0,4.0,5.0,5.0,5.0,4.0,0,2018.0
23173,apple,"Cupertino, CA",Current Employee - Product Manager,4.0,3.0,3.0,4.0,4.0,4.0,0,2018.0
23174,apple,"Cupertino, CA",Current Employee - College Technical Advisor,4.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
23175,apple,"Cupertino, CA",Current Employee - Apple AHA,3.0,3.0,3.0,2.0,3.0,3.0,0,2018.0
23176,apple,"New York, NY",Current Employee - Store Manager,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
23177,apple,"Atlanta, GA",Former Employee - Anonymous Employee,2.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23178,apple,"Cupertino, CA",Current Employee - Software Engineering Intern,4.0,5.0,4.0,5.0,5.0,4.0,1,2018.0
23179,apple,"Austin, TX",Former Employee - Customer Service Representative,5.0,2.0,4.0,5.0,5.0,3.0,0,2018.0
23180,apple,"Cupertino, CA",Former Employee - Senior Financial Analyst,1.0,1.0,1.0,1.0,1.0,1.0,4,2018.0
23181,apple,"Cupertino, CA",Current Employee - Anonymous Employee,5.0,3.3,4.1,3.4,4.1,3.4,1,2018.0
23182,apple,"Mangum, OK",Former Employee - CSR2,3.0,2.0,5.0,3.0,3.0,1.0,0,2018.0
23183,apple,"Cupertino, CA",Former Employee - Anonymous Employee,5.0,5.0,5.0,4.0,4.0,5.0,0,2018.0
23184,apple,"Santa Clara, CA",Current Employee - Mac Genius,5.0,5.0,5.0,5.0,5.0,4.0,1,2018.0
23185,apple,"New York, NY",Former Employee - Anonymous Employee,4.0,3.3,4.1,3.4,4.1,3.4,1,2018.0
23186,apple,"Chicago, IL",Current Employee - Specialist,4.0,5.0,5.0,2.0,5.0,2.0,0,2018.0
23187,apple,"Washington, DC",Former Employee - Manager,2.0,1.0,3.0,2.0,4.0,1.0,0,2018.0
23188,apple,"New York, NY",Former Employee - Anonymous Employee,4.0,3.0,4.0,3.0,4.0,3.0,0,2018.0
23189,apple,"New York, NY",Current Employee - Anonymous Employee,4.0,3.0,5.0,2.0,2.0,3.0,0,2018.0
23190,apple,"Cupertino, CA",Current Employee - Operations (Engineering),3.0,1.0,4.0,5.0,5.0,3.0,0,2018.0
23191,apple,"King of Prussia, PA",Current Employee - Genius,4.0,2.0,5.0,3.0,3.0,4.0,0,2018.0
23192,apple,"New York, NY",Former Employee - Genius,3.0,1.0,3.0,3.0,5.0,2.0,0,2018.0
23193,apple,"Cupertino, CA",Former Employee - Project Manager,5.0,3.0,5.0,3.0,5.0,3.0,0,2018.0
23194,apple,"Austin, TX",Former Employee - Anonymous Employee,4.0,4.0,5.0,2.0,5.0,5.0,0,2018.0
23195,apple,"Birmingham, AL",Current Employee - Lead,3.0,4.0,5.0,3.0,5.0,2.0,0,2018.0
23196,apple,"New York, NY",Former Employee - Genius,5.0,3.0,5.0,4.0,5.0,3.0,0,2018.0
23197,apple,"Cupertino, CA",Current Employee - Engineer,5.0,4.0,5.0,3.0,4.0,4.0,0,2018.0
23198,apple,"East Lansing, MI",Current Employee - College Student Technical Specialist,5.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23199,apple,"Charlotte, NC",Current Employee - Genius,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23200,apple,"Santa Clara, CA",Current Employee - Executive Administrative Assistant,5.0,3.3,5.0,5.0,4.0,5.0,0,2018.0
23201,apple,"Victor, NY",Current Employee - Product Zone Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23202,apple,"Cupertino, CA",Current Employee - Software Engineer,4.0,2.0,4.0,4.0,3.0,4.0,2,2018.0
23203,apple,"New York, NY",Former Employee - Expert,4.0,2.0,5.0,3.0,3.0,4.0,0,2018.0
23204,apple,"Austin, TX",Former Employee - Apple Enterprise Senior Advisor,3.0,2.0,5.0,3.0,3.0,4.0,1,2018.0
23205,apple,"Honolulu, HI",Current Employee - Technical Specialist,5.0,4.0,4.0,3.0,5.0,4.0,0,2018.0
23206,apple,"Cupertino, CA",Current Employee - Battery Algorithm Engineer,5.0,4.0,5.0,4.0,5.0,5.0,0,2018.0
23207,apple,"Raleigh, NC",Current Employee - Retail Marketing Coordinator,2.0,5.0,2.0,5.0,4.0,2.0,0,2018.0
23208,apple,"San Antonio, TX",Current Employee - Specialist,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
23209,apple,"Cupertino, CA",Current Employee - Manager,4.0,3.0,5.0,4.0,5.0,3.0,0,2018.0
23210,apple,"Kahala, HI",Former Employee - Family Room Specialist,3.0,4.0,2.0,3.0,3.0,2.0,1,2018.0
23211,apple,"Tempe, AZ",Former Employee - Sales Associate,5.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23212,apple,"Cupertino, CA",Current Employee - ITunes Content Producer,1.0,1.0,2.0,2.0,3.0,1.0,0,2018.0
23213,apple,"Cupertino, CA",Current Employee - Hardware Engineer,4.0,3.0,4.0,4.0,3.0,4.0,0,2018.0
23214,apple,"Boston, MA",Former Employee - Anonymous Employee,1.0,1.0,1.0,1.0,2.0,1.0,9,2018.0
23215,apple,"Miami, FL",Current Employee - Technical Specialist,5.0,5.0,5.0,4.0,4.0,5.0,1,2018.0
23216,apple,"San Marcos, TX",Former Employee - College AppleCare Advisor,5.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
23217,apple,"Rockaway, NJ",Current Employee - Specialist,4.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23218,apple,"San Diego, CA",Former Employee - Sales Specialist,4.0,2.0,5.0,3.0,3.0,2.0,0,2018.0
23219,apple,"Sunnyvale, CA",Current Employee - Financial Analyst,4.0,3.0,4.0,4.0,4.0,3.0,0,2018.0
23220,apple,"Cupertino, CA",Former Employee - IT Specialist,2.0,1.0,1.0,4.0,4.0,1.0,3,2018.0
23221,apple,"Lynnwood, WA",Former Employee - Reseller Specialist,4.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23222,apple,"New York, NY",Former Employee - Applecare At Home Advisor,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
23223,apple,"Plano, TX",Former Employee - Genius,3.0,1.0,2.0,3.0,2.0,1.0,1,2018.0
23224,apple,"Austin, TX",Former Employee - Family Room Specialist,5.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
23225,apple,"Cupertino, CA",Former Employee - Global Supply Manager,4.0,2.0,3.0,5.0,4.0,3.0,0,2018.0
23226,apple,"King of Prussia, PA",Former Employee - Family Room Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23227,apple,"New York, NY",Current Employee - Operations Expert,3.0,3.0,5.0,3.0,3.0,3.0,0,2018.0
23228,apple,"Woodbridge, VA",Former Employee - Specialist,3.0,3.0,3.0,3.0,5.0,1.0,0,2018.0
23229,apple,"Columbus, OH",Former Employee - Creative,5.0,2.0,5.0,3.0,5.0,4.0,1,2018.0
23230,apple,"Elk Grove, CA",Former Employee - Anonymous Employee,1.0,1.0,1.0,3.4,1.0,1.0,0,2018.0
23231,apple,"Santa Clara, CA",Current Employee - SQA Engineer,1.0,1.0,1.0,1.0,3.0,1.0,2,2018.0
23232,apple,"Boulder, CO",Current Employee - Technical Specialist,4.0,3.0,4.0,3.0,4.0,3.0,3,2018.0
23233,apple,"Cupertino, CA",Current Employee - Engineering Project Manager,5.0,3.0,4.0,3.0,5.0,4.0,1,2018.0
23234,apple,"Los Angeles, CA",Current Employee - Specialist,3.0,2.0,3.0,2.0,4.0,2.0,0,2018.0
23235,apple,"Spokane, WA",Former Employee - IOS Senior Advisor,3.0,1.0,2.0,1.0,4.0,2.0,0,2018.0
23236,apple,"Dallas, TX",Current Employee - Technical Specialist,5.0,5.0,5.0,1.0,5.0,4.0,0,2018.0
23237,apple,"Miami, FL",Current Employee - Art Director,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23238,apple,"Chicago, IL",Current Employee - Specialist,3.0,1.0,3.0,3.0,5.0,2.0,0,2018.0
23239,apple,"Orlando, FL",Current Employee - Chat Agent,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23240,apple,"San Francisco, CA",Current Employee - Senior Technical Support,1.0,1.0,2.0,1.0,1.0,1.0,1,2018.0
23241,apple,"Costa Mesa, CA",Former Employee - Specialist (Seasonal),5.0,5.0,5.0,5.0,4.0,3.4,1,2018.0
23242,apple,"San Francisco, CA",Current Employee - Sales Specialist,2.0,3.0,2.0,1.0,2.0,1.0,2,2018.0
23243,apple,"Garden City, NY",Former Employee - Anonymous Employee,5.0,4.0,5.0,5.0,4.0,3.0,0,2018.0
23244,apple,"Sunnyvale, CA",Current Employee - Software Engineer,1.0,1.0,1.0,1.0,1.0,1.0,1,2018.0
23245,apple,"San Diego, CA",Former Employee - Technical Specialist,5.0,5.0,5.0,2.0,4.0,5.0,3,2018.0
23246,apple,"Cleveland, OH",Current Employee - Technical Specialist,4.0,1.0,4.0,2.0,5.0,2.0,2,2018.0
23247,apple,"Cupertino, CA",Current Employee - Engineering Program Manager,5.0,3.0,5.0,4.0,5.0,4.0,4,2018.0
23248,apple,"Temecula, CA",Current Employee - Specialist,5.0,5.0,5.0,4.0,5.0,5.0,0,2018.0
23249,apple,"Manhattan Beach, CA",Former Employee - Specialist,4.0,3.0,4.0,3.0,4.0,3.0,3,2018.0
23250,apple,"Houston, TX",Current Employee - Tech Advisor,4.0,4.0,5.0,4.0,5.0,5.0,0,2018.0
23251,apple,"Atlanta, GA",Current Employee - Apple AHA,4.0,3.0,3.0,4.0,5.0,3.0,0,2018.0
23252,apple,"Austin, TX",Current Employee - Customer Relations,5.0,5.0,5.0,2.0,5.0,2.0,0,2018.0
23253,apple,"Boston, MA",Current Employee - Technical Specialist,5.0,1.0,5.0,5.0,5.0,2.0,1,2018.0
23254,apple,"Santa Clara, CA",Current Employee - Hardware Engineer,4.0,4.0,4.0,4.0,4.0,3.0,0,2018.0
23255,apple,"Austin, TX",Current Employee - Graphics Hardware Engineer,3.0,1.0,1.0,3.0,4.0,1.0,2,2018.0
23256,apple,"Philadelphia, PA",Current Employee - Pro,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23257,apple,"Salt Lake City, UT",Current Employee - Specialist,3.0,1.0,3.0,1.0,3.0,1.0,18,2018.0
23258,apple,"Cupertino, CA",Current Employee - Applecare At Home Advisor,5.0,3.0,5.0,5.0,5.0,5.0,1,2018.0
23259,apple,"Cupertino, CA",Current Employee - Senior CAD Engineer,5.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23260,apple,"Tempe, AZ",Former Employee - Applecare At Home Advisor,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23261,apple,"New York, NY",Former Employee - Expert,4.0,3.0,3.0,3.0,4.0,3.0,0,2018.0
23262,apple,"Seattle, WA",Current Employee - Expert,5.0,3.0,5.0,5.0,5.0,3.0,0,2018.0
23263,apple,"Cupertino, CA",Former Employee - Anonymous Employee,4.0,2.0,3.0,2.0,3.0,2.0,0,2018.0
23264,apple,"San Francisco, CA",Current Employee - Genius Administrator,4.0,5.0,5.0,3.0,5.0,2.0,0,2018.0
23265,apple,"Brooklyn, NY",Current Employee - Specialist,5.0,3.0,5.0,4.0,4.0,4.0,0,2018.0
23266,apple,"Ardmore, PA",Former Employee - Lead,5.0,2.0,5.0,4.0,5.0,4.0,0,2018.0
23267,apple,"Cupertino, CA",Current Employee - SEG,1.0,1.0,1.0,1.0,1.0,1.0,4,2018.0
23268,apple,"Boston, MA",Former Employee - Genius,3.0,2.0,4.0,5.0,3.0,1.0,2,2018.0
23269,apple,"Atlanta, GA",Former Employee - Sales Specialist,4.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
23270,apple,"Augusta, GA",Current Employee - Chat Tech,3.0,4.0,4.0,5.0,5.0,5.0,3,2018.0
23271,apple,"Fort Worth, TX",Current Employee - Creative,5.0,2.0,5.0,4.0,2.0,5.0,0,2018.0
23272,apple,"Northbrook, IL",Former Employee - Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23273,apple,"Northport, NY",Current Employee - Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23274,apple,"Austin, TX",Former Employee - Anonymous Employee,1.0,1.0,1.0,1.0,1.0,1.0,3,2018.0
23275,apple,"Des Peres, MO",Current Employee - Technical Specialist,1.0,4.0,1.0,1.0,1.0,3.0,0,2018.0
23276,apple,"San Antonio, TX",Current Employee - Genius,4.0,3.0,4.0,4.0,4.0,4.0,0,2018.0
23277,apple,"Nashua, NH",Current Employee - Technical Specialist,4.0,5.0,5.0,3.0,5.0,4.0,1,2018.0
23278,apple,"Chicago, IL",Former Employee - Specialist,5.0,2.0,5.0,4.0,4.0,2.0,0,2018.0
23279,apple,"Oklahoma City, OK",Current Employee - Genius,5.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
23280,apple,"Elk Grove, CA",Current Employee - AHA Senior Advisor,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23281,apple,"Boulder, CO",Former Employee - Mac Genius,4.0,5.0,3.0,3.0,3.0,3.0,0,2018.0
23282,apple,"Santa Monica, CA",Current Employee - Marketing Director,4.0,4.0,2.0,3.0,5.0,3.0,0,2018.0
23283,apple,"Sunnyvale, CA",Former Employee - App Reviewer,4.0,1.0,1.0,1.0,1.0,1.0,22,2018.0
23284,apple,"Mobile, AL",Current Employee - Senior Advisor,5.0,4.0,5.0,4.0,5.0,5.0,1,2018.0
23285,apple,"Cupertino, CA",Current Employee - Software Engineer V,5.0,5.0,4.0,4.0,5.0,4.0,0,2018.0
23286,apple,"Philadelphia, PA",Current Employee - Anonymous Employee,2.0,2.0,5.0,1.0,5.0,1.0,0,2018.0
23287,apple,"Cupertino, CA",Current Employee - Project Manager,1.0,3.0,1.0,2.0,2.0,1.0,8,2018.0
23288,apple,"San Luis Obispo, CA",Current Employee - Product Zone Specialist,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
23289,apple,"Greenville, SC",Current Employee - Anonymous Employee,3.0,2.0,4.0,3.0,3.0,2.0,2,2018.0
23290,apple,"Cupertino, CA",Former Employee - Anonymous Employee,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
23291,apple,"Sacramento, CA",Current Employee - Carpe Facto Advisor,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23292,apple,"Broomfield, CO",Current Employee - Technical Specialist,4.0,5.0,3.0,2.0,4.0,3.0,0,2018.0
23293,apple,"Cupertino, CA",Current Employee - Senior Engineering Program Manager,2.0,4.0,1.0,3.0,4.0,2.0,3,2018.0
23294,apple,"Austin, TX",Current Employee - Anonymous Employee,5.0,3.0,5.0,3.0,3.0,3.0,1,2018.0
23295,apple,"Cupertino, CA",Former Employee - Senior Program Manager,4.0,2.0,5.0,4.0,4.0,4.0,0,2018.0
23296,apple,"Allentown, PA",Former Employee - Senior Advisor,3.0,2.0,3.0,3.0,3.0,1.0,1,2018.0
23297,apple,"Austin, TX",Current Employee - Enterprise Account Executive,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23298,apple,"Leawood, KS",Current Employee - Specialist,4.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23299,apple,"Los Angeles, CA",Current Employee - Technical Expert,4.0,4.0,5.0,4.0,4.0,4.0,0,2018.0
23300,apple,"Arlington, VA",Former Employee - Apple Genius,5.0,3.0,5.0,3.0,3.0,4.0,0,2018.0
23301,apple,"New York, NY",Current Employee - Genius Administrator,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23302,apple,"Reno, NV",Former Employee - Anonymous Employee,5.0,4.0,5.0,4.0,5.0,5.0,0,2018.0
23303,apple,"Atlanta, GA",Former Employee - Student,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23304,apple,"Pasadena, CA",Current Employee - Mac Genius,3.0,2.0,3.0,2.0,1.0,3.0,2,2018.0
23305,apple,"New York, NY",Former Employee - Research Associate,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
23306,apple,"Woodbury, NJ",Former Employee - At Home Mobile Tech Support,5.0,5.0,5.0,4.0,5.0,3.0,0,2018.0
23307,apple,"Boston, MA",Current Employee - Anonymous Employee,3.0,1.0,4.0,2.0,2.0,4.0,0,2018.0
23308,apple,"Austin, TX",Current Employee - Applecare At Home Advisor,5.0,3.0,5.0,5.0,5.0,4.0,0,2018.0
23309,apple,"San Jose, CA",Current Employee - Senior Software Engineer,4.0,4.0,4.0,3.0,3.0,4.0,0,2018.0
23310,apple,"Grand Rapids, MI",Current Employee - Repair Room Administrator,3.0,1.0,5.0,3.0,4.0,5.0,0,2018.0
23311,apple,"Cupertino, CA",Current Employee - Procurement Analyst,5.0,3.3,4.1,3.4,4.1,3.4,2,2018.0
23312,apple,"Albany, NY",Current Employee - Technical Expert,5.0,5.0,5.0,5.0,4.0,4.0,0,2018.0
23313,apple,"Freehold, NJ",Current Employee - Redzone Specialist,3.0,3.0,3.0,4.0,5.0,1.0,2,2018.0
23314,apple,"Seattle, WA",Former Employee - Expert,2.0,2.0,2.0,2.0,5.0,1.0,0,2018.0
23315,apple,"Chattanooga, TN",Former Employee - Technical Support Representative,1.0,1.0,4.0,1.0,1.0,2.0,4,2018.0
23316,apple,"Longmont, CO",Former Employee - Chat Senior Specialist,4.0,4.0,5.0,3.0,4.0,3.0,2,2018.0
23317,apple,"Cupertino, CA",Former Employee - Anonymous Employee,3.0,2.0,1.0,2.0,4.0,1.0,0,2018.0
23318,apple,"Cupertino, CA",Current Employee - Senior Engineering Program Manager,4.0,2.0,4.0,4.0,4.0,5.0,1,2018.0
23319,apple,"Cupertino, CA",Current Employee - Software Engineer,5.0,3.0,3.0,4.0,3.0,5.0,0,2018.0
23320,apple,"Phoenix, AZ",Former Employee - AHA Advisor,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23321,apple,"Cupertino, CA",Current Employee - Anonymous Employee,3.0,3.0,3.0,3.0,5.0,2.0,0,2018.0
23322,apple,"Reston, VA",Former Employee - Product Specialist,5.0,2.0,5.0,5.0,1.0,5.0,0,2018.0
23323,apple,"San Francisco, CA",Current Employee - Procurement Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23324,apple,"San Francisco, CA",Former Employee - Specialist,5.0,3.0,5.0,3.0,4.0,5.0,0,2018.0
23325,apple,"Cupertino, CA",Current Employee - IT Analyst,4.0,1.0,4.0,3.0,3.0,2.0,6,2018.0
23326,apple,"Cupertino, CA",Former Employee - Software Engineer,1.0,1.0,2.0,2.0,4.0,1.0,5,2018.0
23327,apple,"Cupertino, CA",Current Employee - Systems Engineer,4.0,3.0,5.0,4.0,5.0,4.0,1,2018.0
23328,apple,"Flat Rock, MI",Former Employee - Apple At Home Advisor,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23329,apple,"Menlo Park, NJ",Former Employee - Expert,5.0,3.0,5.0,3.0,5.0,3.0,0,2018.0
23330,apple,"Oro Valley, AZ",Current Employee - Genius,4.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23331,apple,"Greenwich, CT",Former Employee - Technical Specialist,3.0,3.3,4.1,3.4,4.1,3.4,0,2018.0
23332,apple,"Cleveland, OH",Current Employee - Specialist,2.0,2.0,4.0,2.0,4.0,4.0,0,2018.0
23333,apple,"Cupertino, CA",Current Employee - Anonymous Employee,4.0,4.0,4.0,2.0,3.0,4.0,0,2018.0
23334,apple,"Copperton, UT",Former Employee - Software Developer,3.0,3.0,3.0,3.0,3.0,3.0,0,2018.0
23335,apple,"Dallas, TX",Current Employee - Team Manager,5.0,3.0,5.0,4.0,5.0,2.0,0,2018.0
23336,apple,"San Francisco, CA",Current Employee - Specialist,2.0,1.0,3.0,1.0,2.0,1.0,0,2018.0
23337,apple,"Denver, CO",Current Employee - Technical Support Specialist,4.0,5.0,5.0,2.0,5.0,2.0,0,2018.0
23338,apple,"San Jose, CA",Current Employee - Senior Counsel,2.0,1.0,2.0,2.0,4.0,1.0,0,2018.0
23339,apple,"New York, NY",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23340,apple,"Cupertino, CA",Current Employee - Software Engineer,4.0,3.0,4.0,5.0,5.0,3.0,3,2018.0
23341,apple,"Sparks, NV",Former Employee - BreakFix Team Lead,5.0,1.0,3.0,5.0,3.0,2.0,0,2018.0
23342,apple,"Madison, TN",Former Employee - Samsung Field Sales Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
23343,apple,"San Jose, CA",Current Employee - Specialist,5.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
23344,apple,"Cupertino, CA",Former Employee - Operations Manager,5.0,4.0,5.0,2.0,4.0,5.0,1,2018.0
23345,apple,"San Diego, CA",Former Employee - Store Manager,4.0,1.0,5.0,4.0,5.0,4.0,0,2018.0
23346,apple,"Colorado Springs, CO",Former Employee - Specialist,5.0,5.0,5.0,3.0,5.0,5.0,0,2018.0
