,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,Company_code,Job_code,Locations_code
3960,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.3567540821375557,0.441025641025641
3961,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.47847600197921825,0.441025641025641
3962,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.4,0.5348837209302326,0.441025641025641
3963,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.1286491835724889,0.441025641025641
3964,0.75,0.25,1.0,1.0,0.75,0.5,0.0,0.4,0.5888174171202376,0.6
3965,1.0,0.75,1.0,0.75,1.0,1.0,0.0,0.4,0.02028698664027709,0.441025641025641
3966,0.75,0.5,1.0,1.0,0.75,0.5,0.0,0.4,0.1830776843146957,0.441025641025641
3967,1.0,1.0,0.75,1.0,1.0,1.0,0.0019102196752626551,0.4,0.33547748639287484,0.441025641025641
3968,1.0,1.0,0.75,1.0,0.75,0.75,0.002387774594078319,0.4,0.29539831766452257,0.441025641025641
3969,1.0,0.5,1.0,1.0,0.75,1.0,0.0014326647564469914,0.4,0.05739732805541811,0.441025641025641
3970,1.0,0.75,0.75,0.75,1.0,0.75,0.0014326647564469914,0.4,0.47847600197921825,0.6
3971,1.0,0.5,1.0,1.0,0.5,0.75,0.002387774594078319,0.4,0.32855022266204853,0.441025641025641
3972,1.0,0.5,1.0,1.0,0.75,1.0,0.0014326647564469914,0.4,0.02028698664027709,0.441025641025641
3973,0.75,0.25,0.5,0.75,0.75,0.75,0.0004775549188156638,0.4,0.983671449777338,0.6
3974,1.0,1.0,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.006432459178624444,0.441025641025641
3975,0.75,0.75,0.875,0.75,0.75,0.75,0.0014326647564469914,0.4,0.5081642751113311,0.6
3976,1.0,1.0,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.4646214745175656,0.441025641025641
3977,1.0,0.75,0.875,1.0,0.75,0.875,0.0009551098376313276,0.4,0.02028698664027709,0.441025641025641
3978,1.0,0.5,0.875,1.0,0.875,1.0,0.0014326647564469914,0.4,0.02028698664027709,0.441025641025641
3979,1.0,1.0,0.875,1.0,1.0,1.0,0.0009551098376313276,0.4,0.02028698664027709,0.441025641025641
3980,1.0,1.0,0.875,1.0,1.0,1.0,0.0009551098376313276,0.4,0.47847600197921825,0.441025641025641
3981,1.0,0.75,0.875,0.875,1.0,0.75,0.0009551098376313276,0.4,0.47847600197921825,0.441025641025641
3982,1.0,1.0,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.02028698664027709,0.441025641025641
3983,1.0,0.875,0.875,1.0,0.75,1.0,0.0009551098376313276,0.4,0.47847600197921825,0.441025641025641
3984,1.0,1.0,0.875,1.0,0.5,1.0,0.0004775549188156638,0.4,0.3577436912419595,0.441025641025641
3985,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.2335477486392875,0.441025641025641
3986,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.441025641025641
3987,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.47847600197921825,0.441025641025641
3988,1.0,1.0,0.875,1.0,0.875,0.75,0.0,0.4,0.5066798614547254,0.441025641025641
3989,1.0,0.875,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.441025641025641
3990,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.3592281048985651,0.441025641025641
3991,1.0,0.75,0.875,0.875,0.875,1.0,0.0,0.4,0.47847600197921825,0.441025641025641
3992,1.0,0.625,0.875,1.0,0.75,1.0,0.0,0.4,0.2790697674418605,0.441025641025641
3993,0.75,0.75,0.875,0.75,0.75,0.75,0.0,0.4,0.3646709549727858,0.441025641025641
3994,0.75,0.875,0.875,0.625,0.75,1.0,0.0,0.4,0.02028698664027709,0.441025641025641
3995,1.0,1.0,0.875,0.875,0.875,1.0,0.0009551098376313276,0.4,0.35823849579416134,0.441025641025641
3996,1.0,0.875,0.875,1.0,1.0,1.0,0.0033428844317096463,0.4,0.47847600197921825,0.441025641025641
3997,1.0,1.0,0.875,1.0,1.0,1.0,0.002387774594078319,0.4,0.02028698664027709,0.441025641025641
3998,0.25,0.125,0.875,0.75,0.875,0.625,0.011938872970391595,0.4,0.9223156853043049,0.6
3999,1.0,0.75,0.875,0.375,0.625,0.75,0.0004775549188156638,0.4,0.47847600197921825,0.6
4000,0.75,0.625,0.875,0.375,0.875,0.75,0.01623686723973257,0.4,0.5888174171202376,0.6
4001,1.0,1.0,0.875,1.0,1.0,1.0,0.004297994269340974,0.4,0.010390895596239486,0.6
4002,1.0,1.0,0.875,1.0,1.0,1.0,0.002387774594078319,0.4,0.02028698664027709,0.6
4003,1.0,1.0,0.875,1.0,1.0,1.0,0.0014326647564469914,0.4,0.5358733300346363,0.6
4004,1.0,1.0,0.875,1.0,1.0,1.0,0.0009551098376313276,0.4,0.02028698664027709,0.6
4005,1.0,1.0,0.875,0.875,1.0,1.0,0.0014326647564469914,0.4,0.02028698664027709,0.6
4006,1.0,0.75,0.875,0.875,0.875,0.875,0.0004775549188156638,0.4,0.02028698664027709,0.517948717948718
4007,0.75,1.0,0.875,0.875,1.0,0.875,0.0019102196752626551,0.4,0.5888174171202376,0.6
4008,1.0,0.875,0.875,1.0,0.875,1.0,0.0014326647564469914,0.4,0.02028698664027709,0.6
4009,1.0,0.125,0.875,0.75,0.625,0.625,0.0033428844317096463,0.4,0.4438396833250866,0.6
4010,0.5,0.5,0.875,0.5,0.5,0.5,0.0004775549188156638,0.4,0.21919841662543296,0.41025641025641024
4011,0.25,0.125,0.875,0.5,0.375,0.25,0.012416427889207259,0.4,0.47847600197921825,0.6
4012,0.75,0.375,0.875,0.5,0.75,0.5,0.0019102196752626551,0.4,0.504205838693716,0.6
4013,0.75,0.875,0.875,0.375,0.75,0.875,0.0009551098376313276,0.4,0.02028698664027709,0.6
4014,0.0,0.5,0.875,0.5,0.625,0.75,0.01766953199617956,0.4,0.9223156853043049,0.6
4015,0.25,0.25,0.875,0.125,0.375,0.25,0.02148997134670487,0.4,0.47847600197921825,0.6
4016,0.75,0.75,0.875,0.75,0.75,0.75,0.0004775549188156638,0.4,0.02028698664027709,0.6
4017,1.0,1.0,0.875,0.875,0.875,1.0,0.0009551098376313276,0.4,0.02028698664027709,0.6
4018,0.75,0.75,0.875,0.75,0.75,0.75,0.0,0.4,0.32855022266204853,0.6
4019,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.6
4020,1.0,0.875,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.6
4021,1.0,1.0,0.875,0.75,0.875,0.75,0.0,0.4,0.5888174171202376,0.6
4022,0.5,0.375,0.875,0.5,0.375,0.375,0.004775549188156638,0.4,0.5888174171202376,0.6
4023,1.0,1.0,0.875,1.0,1.0,1.0,0.0009551098376313276,0.4,0.2790697674418605,0.6
4024,1.0,1.0,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.47847600197921825,0.6
4025,1.0,0.875,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.02028698664027709,0.6
4026,1.0,1.0,0.875,0.75,0.75,0.75,0.0009551098376313276,0.4,0.05145967342899555,0.6
4027,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.6
4028,1.0,1.0,0.875,1.0,0.875,1.0,0.0004775549188156638,0.4,0.3567540821375557,0.6
4029,1.0,1.0,0.875,0.75,1.0,1.0,0.0009551098376313276,0.4,0.4369124195942603,0.6
4030,1.0,1.0,0.875,0.875,1.0,1.0,0.0,0.4,0.02028698664027709,0.6
4031,1.0,0.875,0.875,0.75,0.75,1.0,0.0,0.4,0.02028698664027709,0.6
4032,1.0,1.0,0.875,1.0,1.0,0.625,0.0028653295128939827,0.4,0.02028698664027709,0.6
4033,1.0,0.375,0.875,0.375,0.875,0.5,0.0014326647564469914,0.4,0.7456704601682336,0.6
4034,1.0,1.0,0.875,0.75,0.875,1.0,0.0004775549188156638,0.4,0.02028698664027709,0.6
4035,1.0,0.875,0.875,0.5,0.875,1.0,0.0009551098376313276,0.4,0.02028698664027709,0.6
4036,1.0,0.875,0.875,0.875,1.0,1.0,0.0,0.4,0.47847600197921825,0.6
4037,1.0,1.0,0.875,0.625,0.75,0.75,0.0,0.4,0.4438396833250866,0.6
4038,1.0,1.0,0.875,1.0,0.75,1.0,0.0,0.4,0.47847600197921825,0.6
4039,1.0,1.0,0.875,0.875,0.875,0.875,0.0,0.4,0.47847600197921825,0.6
4040,1.0,1.0,0.875,1.0,0.75,0.75,0.0004775549188156638,0.4,0.5363681345868383,0.6
4041,0.25,0.25,0.875,0.0,0.5,0.75,0.0038204393505253103,0.4,0.5888174171202376,0.6
4042,1.0,0.75,0.875,0.75,0.875,0.75,0.0,0.4,0.47847600197921825,0.6
4043,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.02028698664027709,0.6
4044,1.0,1.0,0.875,1.0,1.0,0.75,0.0004775549188156638,0.4,0.02028698664027709,0.6
4045,0.5,0.5,0.875,0.5,0.5,0.5,0.0,0.4,0.1103414151410193,0.6
4046,1.0,1.0,0.875,0.875,0.875,1.0,0.0019102196752626551,0.4,0.4651162790697675,0.517948717948718
4047,0.75,0.75,0.875,0.75,0.625,0.625,0.0014326647564469914,0.4,0.8896585848589807,0.6
4048,1.0,1.0,0.875,1.0,1.0,0.75,0.0009551098376313276,0.4,0.47847600197921825,0.6
4049,1.0,0.875,0.875,0.75,0.75,1.0,0.0004775549188156638,0.4,0.186046511627907,0.6
4050,0.75,0.75,0.875,0.875,0.625,0.75,0.0014326647564469914,0.4,0.7926768926274123,0.6
4051,0.75,0.75,0.875,0.75,0.75,0.75,0.0009551098376313276,0.4,0.9223156853043049,0.6
4052,0.25,0.125,0.875,0.25,0.5,0.0,0.006685768863419293,0.4,0.5343889163780308,0.6
4053,1.0,1.0,0.875,1.0,1.0,0.75,0.0028653295128939827,0.4,0.14893617021276598,0.6
4054,1.0,1.0,0.875,0.625,0.875,1.0,0.0019102196752626551,0.4,0.02028698664027709,0.6
4055,1.0,1.0,0.875,1.0,1.0,1.0,0.0004775549188156638,0.4,0.02028698664027709,0.6
4056,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.4,0.47847600197921825,0.6
4057,1.0,1.0,0.875,1.0,0.875,1.0,0.0004775549188156638,0.4,0.30479960415635826,0.6
4058,1.0,1.0,0.875,1.0,1.0,1.0,0.002387774594078319,0.4,0.02028698664027709,0.6
4059,1.0,1.0,0.875,0.625,0.875,0.75,0.0019102196752626551,0.4,0.6056407718951015,0.6
4060,1.0,0.75,0.875,0.75,1.0,0.875,0.0004775549188156638,0.4,0.47847600197921825,0.6
4061,0.75,0.625,0.875,0.5,0.625,0.625,0.0009551098376313276,0.4,0.6209797130133597,0.6
4062,0.5,0.75,0.875,0.25,0.5,0.25,0.0004775549188156638,0.4,0.02028698664027709,0.6
4063,0.75,0.875,0.875,0.75,0.875,0.75,0.0,0.4,0.20237506185056905,0.6
4064,1.0,1.0,0.875,0.75,1.0,0.875,0.0014326647564469914,0.4,0.24987629886194956,0.6
4065,1.0,0.875,0.875,0.75,0.75,0.75,0.0009551098376313276,0.4,0.277090549233053,0.6
4066,0.5,0.75,0.875,0.0,0.0,0.25,0.0033428844317096463,0.4,0.47847600197921825,0.6
4067,1.0,0.75,0.5,0.75,0.75,0.5,0.0,1.0,0.9851558634339437,0.41025641025641024
4068,0.75,0.75,1.0,0.75,1.0,0.75,0.0038204393505253103,1.0,0.02028698664027709,0.41025641025641024
4069,0.25,0.25,0.0,0.5,0.75,0.25,0.016714422158548233,1.0,0.5888174171202376,0.4153846153846154
4070,0.75,0.75,0.75,0.75,0.5,0.5,0.0,1.0,0.7817911924789709,0.4
4071,0.5,0.0,1.0,0.25,1.0,0.0,0.002387774594078319,1.0,0.30183077684314696,0.41025641025641024
4072,0.5,0.25,0.5,0.5,0.5,0.25,0.0,1.0,0.7610094012864919,0.4153846153846154
4073,1.0,0.75,1.0,1.0,1.0,1.0,0.0004775549188156638,1.0,0.3567540821375557,0.41025641025641024
4074,1.0,1.0,1.0,1.0,1.0,1.0,0.0009551098376313276,1.0,0.454725383473528,0.4153846153846154
4075,0.5,0.5,0.75,0.5,0.75,0.5,0.0,1.0,0.006927263730826324,0.4153846153846154
4076,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.44087085601187537,0.7487179487179487
4077,0.75,0.0,1.0,0.75,1.0,1.0,0.002387774594078319,1.0,0.884710539336962,0.4153846153846154
4078,1.0,0.75,1.0,0.75,0.75,0.75,0.0,1.0,0.22810489856506683,0.41025641025641024
4079,0.25,0.0,0.0,0.0,1.0,0.0,0.011461318051575931,1.0,0.5888174171202376,0.41025641025641024
4080,1.0,1.0,1.0,1.0,1.0,1.0,0.0019102196752626551,1.0,0.02028698664027709,0.41025641025641024
4081,1.0,1.0,1.0,1.0,1.0,0.75,0.0052531041069723014,1.0,0.4438396833250866,0.4153846153846154
4082,0.5,0.5,0.0,0.5,1.0,0.5,0.03199617956064947,1.0,0.8980702622464127,0.4153846153846154
4083,1.0,1.0,1.0,0.5,1.0,1.0,0.0028653295128939827,1.0,0.454725383473528,0.4153846153846154
4084,1.0,0.5,1.0,0.75,0.75,0.75,0.004775549188156638,1.0,0.49282533399307277,0.4153846153846154
4085,0.5,0.5,1.0,0.75,1.0,1.0,0.0028653295128939827,1.0,0.5789213260762,0.41025641025641024
4086,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4438396833250866,0.4153846153846154
4087,1.0,0.75,1.0,1.0,1.0,1.0,0.0057306590257879654,1.0,0.4438396833250866,0.4153846153846154
4088,1.0,0.55,0.625,0.55,0.825,0.55,0.0,1.0,0.23948540326571008,0.41025641025641024
4089,0.5,1.0,0.75,0.5,1.0,0.5,0.010506208213944603,1.0,0.8193963384463138,0.4153846153846154
4090,0.0,0.25,0.5,0.5,0.5,0.25,0.0019102196752626551,1.0,0.9594260267194459,0.7589743589743589
4091,0.75,0.5,0.75,0.75,1.0,0.5,0.0019102196752626551,1.0,0.15091538842157348,0.3384615384615385
4092,1.0,0.5,1.0,0.75,1.0,1.0,0.009073543457497613,1.0,0.03661553686293914,0.41025641025641024
4093,0.75,0.5,1.0,0.75,1.0,0.75,0.0004775549188156638,1.0,0.6496783770410688,0.4153846153846154
4094,0.5,0.75,0.0,0.0,0.75,0.25,0.019102196752626553,1.0,0.8975754576942109,0.4153846153846154
4095,0.75,0.25,0.5,0.5,1.0,0.75,0.0004775549188156638,1.0,0.42503711034141517,0.2717948717948718
4096,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,1.0,0.02028698664027709,0.4153846153846154
4097,1.0,0.75,1.0,0.75,1.0,0.75,0.0033428844317096463,1.0,0.02028698664027709,0.4153846153846154
4098,0.0,0.25,0.0,0.0,0.25,0.0,0.0004775549188156638,1.0,0.06432459178624444,0.2717948717948718
4099,1.0,0.25,1.0,1.0,1.0,0.5,0.0033428844317096463,1.0,0.884710539336962,0.41025641025641024
4100,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,1.0,0.02028698664027709,0.4153846153846154
4101,1.0,1.0,1.0,1.0,1.0,1.0,0.0028653295128939827,1.0,0.2884710539336962,0.41025641025641024
4102,1.0,1.0,1.0,1.0,1.0,0.75,0.0019102196752626551,1.0,0.409203364670955,0.4153846153846154
4103,0.5,0.5,0.25,0.25,1.0,0.5,0.008118433619866285,1.0,0.8975754576942109,0.4153846153846154
4104,0.25,0.75,0.5,0.25,0.75,1.0,0.009551098376313277,1.0,0.5888174171202376,0.41025641025641024
4105,0.5,1.0,1.0,0.0,1.0,0.25,0.0014326647564469914,1.0,0.4438396833250866,0.4153846153846154
4106,0.5,0.5,0.25,0.25,1.0,0.75,0.010983763132760267,1.0,0.8975754576942109,0.4153846153846154
4107,1.0,0.75,1.0,0.75,1.0,0.75,0.0004775549188156638,1.0,0.4438396833250866,0.4153846153846154
4108,0.0,0.0,0.0,0.0,1.0,0.0,0.014804202483285577,1.0,0.8975754576942109,0.4153846153846154
4109,1.0,1.0,1.0,1.0,1.0,1.0,0.002387774594078319,1.0,0.396833250865908,0.41025641025641024
4110,1.0,0.5,0.0,0.25,0.5,0.0,0.0062082139446036294,1.0,0.8248391885205345,0.4153846153846154
4111,0.75,0.75,0.75,0.75,1.0,0.75,0.0,1.0,0.09351806036615538,0.4153846153846154
4112,0.5,0.5,0.75,0.5,0.75,0.5,0.009073543457497613,1.0,0.5888174171202376,0.4153846153846154
4113,0.0,0.0,0.0,0.0,0.75,0.25,0.012893982808022923,1.0,0.02028698664027709,0.4153846153846154
4114,1.0,0.5,1.0,1.0,1.0,1.0,0.004297994269340974,1.0,0.5254824344383969,0.4153846153846154
4115,0.0,0.25,0.0,0.25,0.75,0.25,0.024832855778414518,1.0,0.8975754576942109,0.4153846153846154
4116,0.75,0.25,1.0,1.0,1.0,0.5,0.004297994269340974,1.0,0.6679861454725384,0.4153846153846154
4117,1.0,1.0,1.0,1.0,1.0,1.0,0.0014326647564469914,1.0,0.409203364670955,0.41025641025641024
4118,1.0,1.0,1.0,1.0,1.0,1.0,0.002387774594078319,1.0,0.4438396833250866,0.4153846153846154
4119,0.25,0.75,0.25,0.25,1.0,0.25,0.009073543457497613,1.0,0.5888174171202376,0.4153846153846154
4120,0.0,0.5,0.0,0.0,0.75,0.25,0.01384909264565425,1.0,0.02028698664027709,0.4153846153846154
4121,0.75,0.0,0.75,0.25,1.0,0.5,0.013371537726838585,1.0,0.905492330529441,0.4153846153846154
4122,1.0,1.0,1.0,0.75,1.0,1.0,0.0038204393505253103,1.0,0.8975754576942109,0.4153846153846154
4123,0.75,0.55,0.625,0.55,0.825,0.55,0.0,1.0,0.5888174171202376,0.4153846153846154
4124,0.5,0.25,0.5,1.0,0.0,0.5,0.0,1.0,0.5784265215239981,0.7897435897435897
4125,0.5,0.25,0.5,1.0,1.0,0.5,0.06208213944603629,1.0,0.4438396833250866,0.4153846153846154
4126,0.75,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.6580900544285008,0.4153846153846154
4127,0.25,0.5,0.25,0.25,0.75,0.0,0.012893982808022923,1.0,0.5888174171202376,0.4153846153846154
4128,1.0,1.0,1.0,1.0,1.0,1.0,0.002387774594078319,1.0,0.4438396833250866,0.4153846153846154
4129,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,1.0,0.4087085601187531,0.4153846153846154
4130,0.5,0.75,0.5,0.25,0.75,0.25,0.0033428844317096463,1.0,0.44581890153389414,0.4153846153846154
4131,1.0,0.75,1.0,1.0,1.0,0.75,0.002387774594078319,1.0,0.07867392380009897,0.06153846153846154
4132,0.75,0.75,1.0,0.0,1.0,1.0,0.0028653295128939827,1.0,0.5888174171202376,0.4153846153846154
4133,0.5,0.0,0.75,0.5,0.25,0.5,0.0014326647564469914,1.0,0.4581890153389412,0.41025641025641024
4134,1.0,1.0,1.0,1.0,1.0,1.0,0.004297994269340974,1.0,0.4438396833250866,0.4153846153846154
4135,0.75,0.5,1.0,0.5,1.0,1.0,0.0019102196752626551,1.0,0.02028698664027709,0.41025641025641024
4136,1.0,0.75,1.0,1.0,1.0,0.75,0.007640878701050621,1.0,0.02028698664027709,0.4153846153846154
4137,1.0,1.0,1.0,0.75,1.0,1.0,0.0019102196752626551,1.0,0.8975754576942109,0.4153846153846154
4138,0.5,0.0,0.0,0.0,1.0,0.0,0.002387774594078319,1.0,0.02028698664027709,0.4153846153846154
4139,0.75,0.25,0.625,0.75,0.75,0.5,0.0004775549188156638,1.0,0.02028698664027709,0.4153846153846154
4140,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.5507174666006928,0.4153846153846154
4141,0.25,0.5,0.0,0.25,0.75,0.25,0.015759312320916905,1.0,0.4240475012370114,0.06153846153846154
4142,0.0,0.0,0.0,0.0,0.75,0.0,0.010506208213944603,1.0,0.6823354774863929,0.4153846153846154
4143,0.75,0.55,0.625,0.55,0.825,0.55,0.0028653295128939827,1.0,0.5888174171202376,0.4153846153846154
4144,0.75,0.0,0.5,0.75,1.0,0.0,0.0009551098376313276,1.0,0.02028698664027709,0.41025641025641024
4145,0.75,0.75,1.0,1.0,1.0,0.75,0.0052531041069723014,1.0,0.02028698664027709,0.4153846153846154
4146,1.0,0.75,1.0,0.75,1.0,1.0,0.009551098376313277,1.0,0.4438396833250866,0.4153846153846154
4147,0.75,0.75,0.5,0.5,0.75,0.5,0.0,1.0,0.9782285997031174,0.4153846153846154
4148,1.0,1.0,1.0,0.5,1.0,1.0,0.002387774594078319,1.0,0.8975754576942109,0.4153846153846154
4149,0.5,0.25,0.5,0.5,1.0,0.5,0.013371537726838585,1.0,0.5888174171202376,0.4153846153846154
4150,0.75,1.0,1.0,0.5,1.0,0.75,0.0,1.0,0.653142008906482,0.4153846153846154
4151,0.75,0.75,0.625,0.5,0.75,0.75,0.0009551098376313276,1.0,0.7649678377041069,0.010256410256410256
4152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1657595249876299,0.4153846153846154
4153,1.0,0.5,1.0,0.75,0.75,1.0,0.0014326647564469914,1.0,0.5764473033151906,0.08205128205128205
4154,0.25,0.5,0.0,0.25,1.0,0.0,0.012416427889207259,1.0,0.5888174171202376,0.4153846153846154
4155,1.0,0.75,1.0,0.75,1.0,0.75,0.004297994269340974,1.0,0.8936170212765958,0.4153846153846154
4156,0.25,0.75,0.5,0.25,1.0,0.0,0.0276981852913085,1.0,0.6422563087580406,0.06153846153846154
4157,0.5,0.5,0.5,0.25,1.0,0.5,0.009073543457497613,1.0,0.02028698664027709,0.4153846153846154
4158,0.75,1.0,1.0,0.25,1.0,1.0,0.0057306590257879654,1.0,0.1286491835724889,0.4153846153846154
4159,1.0,1.0,1.0,0.75,1.0,1.0,0.004297994269340974,1.0,0.02028698664027709,0.06153846153846154
4160,0.0,0.55,0.625,0.55,0.825,0.55,0.0057306590257879654,1.0,0.5888174171202376,0.06153846153846154
4161,0.0,0.0,0.25,0.5,0.5,0.0,0.007640878701050621,1.0,0.6536368134586839,0.41025641025641024
4162,1.0,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.02028698664027709,0.5025641025641026
4163,0.0,0.0,0.0,0.0,0.75,0.25,0.012893982808022923,1.0,0.6665017318159328,0.8153846153846154
4164,0.75,0.75,0.75,0.5,1.0,0.75,0.0019102196752626551,1.0,0.4438396833250866,0.2923076923076923
4165,0.75,0.75,1.0,1.0,0.75,0.5,0.008595988538681949,1.0,0.5888174171202376,0.4153846153846154
4166,1.0,0.75,1.0,1.0,0.75,1.0,0.0033428844317096463,1.0,0.02028698664027709,0.4153846153846154
4167,1.0,0.75,1.0,1.0,1.0,0.75,0.0004775549188156638,1.0,0.24987629886194956,0.4153846153846154
4168,0.75,0.5,0.75,0.5,1.0,1.0,0.0004775549188156638,1.0,0.02028698664027709,0.4153846153846154
4169,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.02028698664027709,0.4153846153846154
4170,1.0,0.75,1.0,0.75,1.0,1.0,0.0028653295128939827,1.0,0.02028698664027709,0.4153846153846154
4171,1.0,0.75,1.0,1.0,1.0,1.0,0.0014326647564469914,1.0,0.1286491835724889,0.4153846153846154
4172,1.0,1.0,1.0,1.0,1.0,1.0,0.0014326647564469914,1.0,0.40079168728352305,0.06153846153846154
4173,0.75,0.25,1.0,0.5,1.0,1.0,0.0004775549188156638,1.0,0.5888174171202376,0.8
4174,0.75,0.5,1.0,0.5,0.75,0.75,0.0,1.0,0.02028698664027709,0.4153846153846154
4175,0.5,0.5,0.5,0.25,0.5,0.25,0.006685768863419293,1.0,0.4438396833250866,0.7589743589743589
4176,0.75,1.0,1.0,0.75,1.0,1.0,0.0014326647564469914,1.0,0.711034141514102,0.4153846153846154
4177,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,1.0,0.34438396833250867,0.2717948717948718
4178,0.75,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.09500247402276102,0.2717948717948718
4179,0.75,0.25,1.0,1.0,1.0,0.25,0.0009551098376313276,1.0,0.8456209797130134,0.4153846153846154
4180,1.0,0.75,1.0,0.75,1.0,0.75,0.0,1.0,0.4512617516081148,0.4153846153846154
4181,0.5,0.75,0.5,0.5,0.75,0.25,0.0033428844317096463,1.0,0.8352300841167739,0.4153846153846154
4182,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4438396833250866,0.4153846153846154
4183,0.5,0.55,0.625,0.55,0.825,0.55,0.002387774594078319,1.0,0.8916378030677883,0.7589743589743589
4184,1.0,1.0,1.0,1.0,1.0,1.0,0.004775549188156638,1.0,0.4438396833250866,0.4153846153846154
4185,1.0,0.5,1.0,1.0,1.0,0.75,0.0004775549188156638,1.0,0.6714497773379515,0.9282051282051282
4186,0.75,0.75,1.0,0.75,0.75,1.0,0.002387774594078319,1.0,0.02028698664027709,0.4153846153846154
4187,0.5,0.25,0.5,0.5,1.0,0.25,0.008118433619866285,1.0,0.7704106877783277,0.06153846153846154
4188,1.0,0.5,1.0,1.0,1.0,1.0,0.0019102196752626551,1.0,0.09747649678377042,0.4153846153846154
4189,0.0,0.0,0.0,0.25,0.75,0.0,0.014804202483285577,1.0,0.5888174171202376,0.41025641025641024
4190,1.0,0.5,1.0,0.5,1.0,0.75,0.0014326647564469914,1.0,0.8975754576942109,0.4153846153846154
4191,0.25,0.25,0.25,0.25,0.5,0.5,0.0062082139446036294,1.0,0.653142008906482,0.2717948717948718
4192,0.0,0.25,0.5,0.25,1.0,0.0,0.015759312320916905,1.0,0.5888174171202376,0.06153846153846154
4193,0.0,0.0,0.0,0.0,0.25,0.0,0.008595988538681949,1.0,0.8861949529935677,0.4153846153846154
4194,0.75,0.25,1.0,0.5,1.0,0.75,0.0038204393505253103,1.0,0.02028698664027709,0.4153846153846154
4195,1.0,0.75,0.75,0.5,1.0,0.75,0.0038204393505253103,1.0,0.4438396833250866,0.4153846153846154
4196,0.0,0.0,0.0,0.0,0.5,0.0,0.010983763132760267,1.0,0.5888174171202376,0.4153846153846154
4197,1.0,0.75,1.0,1.0,1.0,1.0,0.0014326647564469914,1.0,0.1103414151410193,0.4153846153846154
4198,1.0,1.0,1.0,1.0,1.0,1.0,0.004775549188156638,1.0,0.8975754576942109,0.4153846153846154
4199,1.0,0.75,1.0,0.75,1.0,0.75,0.010028653295128939,1.0,0.43344878772884715,0.4153846153846154
4200,0.25,0.5,0.0,0.0,0.75,0.0,0.011461318051575931,1.0,0.1078673923800099,0.06153846153846154
4201,0.25,0.0,0.0,0.5,0.75,0.0,0.008118433619866285,1.0,0.34289955467590305,0.4153846153846154
4202,0.0,0.0,0.0,0.0,0.75,0.0,0.020534861509073542,1.0,0.8881741712023752,0.4153846153846154
4203,1.0,1.0,0.625,1.0,1.0,1.0,0.006685768863419293,1.0,0.11380504700643247,0.4153846153846154
4204,1.0,1.0,0.75,0.5,1.0,1.0,0.006685768863419293,1.0,0.4438396833250866,0.4153846153846154
4205,0.75,0.75,0.75,0.5,1.0,0.75,0.008595988538681949,1.0,0.4438396833250866,0.4153846153846154
4206,0.75,0.75,0.75,0.75,0.75,0.75,0.004297994269340974,1.0,0.41316180108857004,0.4153846153846154
4207,0.75,1.0,1.0,0.75,1.0,1.0,0.0028653295128939827,1.0,0.02028698664027709,0.06153846153846154
4208,0.75,0.5,1.0,0.75,1.0,0.75,0.0019102196752626551,1.0,0.4240475012370114,0.4153846153846154
