,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
3274,google,"Mountain View, CA",Current Employee - Associate Account Strategist,2.0,2.0,4.0,2.0,4.0,4.0,11,2015.0
3279,google,"Mountain View, CA",Current Employee - Software Engineer,5.0,3.0,5.0,5.0,5.0,4.0,4,2015.0
3280,google,"Mountain View, CA",Current Employee - Costumer Service,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3286,google,"Mountain View, CA",Former Employee - Software Engineer Intern,5.0,4.0,5.0,5.0,5.0,3.9,5,2015.0
3288,google,"Mountain View, CA",Current Employee - Business Operations Associate,4.0,3.0,5.0,5.0,5.0,4.0,0,2015.0
3290,google,"Mountain View, CA",Current Employee - Software Engineer,3.0,4.0,4.0,4.0,4.0,4.0,1,2015.0
3293,google,"Mountain View, CA",Current Employee - Staff Software Engineer,5.0,3.0,5.0,5.0,5.0,3.0,0,2015.0
3294,google,"Mountain View, CA",Current Employee - Software Engineer,5.0,4.0,5.0,4.0,5.0,4.0,0,2015.0
3297,google,"Los Angeles, CA",Current Employee - Software Engineer III,5.0,5.0,5.0,5.0,5.0,5.0,1,2015.0
3303,google,"Mountain View, CA",Current Employee - Product Marketing Manager,4.0,4.0,4.0,4.0,5.0,2.0,0,2015.0
3308,google,"Mountain View, CA",Current Employee - Data Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3310,google,"Mountain View, CA",Former Employee - Sales Operations,4.0,5.0,5.0,3.0,4.0,5.0,2,2015.0
3316,google,"Mountain View, CA",Current Employee - Anonymous Employee,3.0,4.0,4.0,4.0,2.0,3.0,2,2015.0
3320,google,"San Francisco, CA",Former Employee - Staff Software Engineer,3.0,3.0,3.0,3.0,5.0,2.0,2,2015.0
3321,google,"Mountain View, CA",Former Employee - Technician,1.0,1.0,1.0,1.0,1.0,1.0,1,2015.0
3323,google,"San Jose, CA",Former Employee - Social Media Intern,5.0,5.0,4.0,3.0,5.0,3.0,0,2015.0
3331,google,"San Bruno, CA",Former Employee - Software Engineering Intern,4.0,4.0,4.4,4.0,4.4,3.9,0,2015.0
3333,google,"Mountain View, CA",Current Employee - Software Engineer,5.0,4.0,5.0,5.0,5.0,4.0,2,2015.0
3334,google,"Mountain View, CA",Current Employee - Staff Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3335,google,"Mountain View, CA",Former Employee - Consumer Operations,4.0,4.0,4.4,4.0,5.0,3.9,9,2015.0
3337,google,"Mountain View, CA",Current Employee - Global Business Operations,4.0,3.0,5.0,5.0,5.0,3.0,4,2015.0
3342,google,"Mountain View, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1,2015.0
3343,google,"Mountain View, CA",Former Employee - Product Marketing Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3346,google,"Mountain View, CA",Current Employee - SRE,4.0,3.0,4.0,3.0,5.0,4.0,9,2015.0
3352,google,"Mountain View, CA",Current Employee - Technical Program Manager,4.0,2.0,4.0,4.0,3.0,4.0,1,2015.0
3353,google,"San Jose, CA",Current Employee - Software Engineer,4.0,4.0,5.0,5.0,5.0,4.0,0,2015.0
3354,google,"Mountain View, CA",Current Employee - Software Engineer,4.0,4.0,4.0,4.0,5.0,4.0,0,2015.0
3362,google,"Mountain View, CA",Former Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,4.0,0,2015.0
3364,google,"Mountain View, CA",Current Employee - Product Manager,5.0,4.0,4.4,5.0,4.4,3.9,2,2015.0
3365,google,"Mountain View, CA",Current Employee - Group Product Marketing Manager,5.0,3.0,5.0,5.0,5.0,4.0,0,2015.0
3366,google,"Mountain View, CA",Former Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3373,google,"Mountain View, CA",Current Employee - Staff Software Engineer,4.0,1.0,5.0,3.0,5.0,4.0,1,2015.0
3376,google,"Mountain View, CA",Former Employee - Software Engineer,5.0,4.0,5.0,4.0,5.0,3.0,10,2015.0
3384,google,"San Francisco, CA",Former Employee - Sales Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
3388,google,"Mountain View, CA",Former Employee - Group Product Manager,5.0,4.0,5.0,3.0,5.0,4.0,5,2015.0
3389,google,"Mountain View, CA",Current Employee - Product Manager,5.0,5.0,5.0,5.0,5.0,4.0,1,2015.0
3390,google,"Los Angeles, CA",Former Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1,2015.0
3403,google,"Mountain View, CA",Current Employee - Sales Manager,4.0,5.0,4.0,4.0,4.0,3.0,0,2015.0
3407,google,"Mountain View, CA",Current Employee - Software Engineer,4.0,5.0,4.0,3.0,5.0,4.0,0,2015.0
3408,google,"Mountain View, CA",Former Employee - Software Engineer,4.0,4.0,4.0,2.0,4.0,4.0,0,2015.0
3410,google,"Mountain View, CA",Current Employee - Program Manager,5.0,4.0,4.0,5.0,5.0,4.0,2,2015.0
3411,google,"Mountain View, CA",Current Employee - Sales Representative,5.0,4.0,5.0,5.0,5.0,4.0,1,2015.0
