,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
21126,facebook,"Martinez, CA",Current Employee - Nursing Program Manager,4.0,3.0,3.0,3.0,5.0,1.0,0,2018.0
21127,facebook,"Chicago, IL",Current Employee - Recruiter,1.0,3.9,2.0,2.0,3.0,2.0,14,2018.0
21128,facebook,"Menlo Park, CA",Current Employee - Software Engineer,3.0,4.0,3.0,3.0,4.0,3.0,3,2018.0
21129,facebook,"New York, NY",Current Employee - People Research Scientist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21130,facebook,"New York, NY",Former Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21131,facebook,"Menlo Park, CA",Current Employee - Product Marketing Manager,5.0,3.0,5.0,4.0,5.0,5.0,2,2018.0
21132,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,3.0,3.0,3.0,4.0,3.0,2.0,2,2018.0
21133,facebook,"New York, NY",Current Employee - Anonymous Employee,5.0,5.0,5.0,4.0,5.0,5.0,0,2018.0
21134,facebook,"Menlo Park, CA",Current Employee - Administrative Assistant,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
21135,facebook,"Seattle, WA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
21136,facebook,"Menlo Park, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,4.4,5.0,4.0,0,2018.0
21137,facebook,"Menlo Park, CA",Current Employee - Product Designer,5.0,4.0,5.0,5.0,5.0,5.0,2,2018.0
21138,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,4.0,4.0,5.0,4.0,1,2018.0
21139,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21140,facebook,"Menlo Park, CA",Current Employee - Manager,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
21141,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21142,facebook,"Chicago, IL",Current Employee - Client Solutions Manager,5.0,5.0,5.0,5.0,5.0,5.0,3,2018.0
21143,facebook,"Austin, TX","Current Employee - Manager, Enterprise Engineering",5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
21144,facebook,"Seattle, WA",Current Employee - Software Engineer,5.0,4.0,5.0,4.0,5.0,4.0,0,2018.0
21145,facebook,"Los Angeles, CA",Former Employee - IT Analyst,4.0,5.0,5.0,5.0,4.0,1.0,0,2018.0
21146,facebook,"Menlo Park, CA",Current Employee - Senior Production Engineer,5.0,5.0,5.0,5.0,5.0,5.0,7,2018.0
21147,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,3.0,1.0,3.0,2.0,5.0,4.0,14,2018.0
21148,facebook,"Menlo Park, CA",Current Employee - User Experience Researcher,5.0,4.0,5.0,5.0,5.0,5.0,1,2018.0
21149,facebook,"Redwood City, CA",Current Employee - Product Manager,2.0,3.9,4.5,4.4,4.6,4.3,2,2018.0
21150,facebook,"Menlo Park, CA",Current Employee - Administrative Assistant,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21151,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,5.0,3.0,5.0,5.0,4.0,5.0,0,2018.0
21152,facebook,"New York, NY",Current Employee - Administrative Assistant,5.0,4.0,5.0,4.0,5.0,5.0,0,2018.0
21153,facebook,"Menlo Park, CA",Current Employee - Technical Program Manager,1.0,1.0,1.0,3.0,5.0,1.0,25,2018.0
21154,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,7,2018.0
21155,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
21156,facebook,"Seattle, WA",Current Employee - Data Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21157,facebook,"Menlo Park, CA",Former Employee - Recruiting,1.0,1.0,1.0,1.0,5.0,1.0,15,2018.0
21158,facebook,"Seattle, WA",Former Employee - Software Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
21159,facebook,"Palo Alto, CA",Former Employee - IT Project Manager,3.0,2.0,4.0,4.0,5.0,3.0,0,2018.0
21160,facebook,"Menlo Park, CA",Current Employee - User Researcher,3.0,1.0,3.0,2.0,3.0,2.0,12,2018.0
21161,facebook,"Seattle, WA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21162,facebook,"Menlo Park, CA",Current Employee - Human Resources Business Partner,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21163,facebook,"Menlo Park, CA",Current Employee - Content Strategist,4.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
21164,facebook,"Austin, TX",Former Employee - Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21165,facebook,"Menlo Park, CA",Current Employee - User Experience Researcher,5.0,5.0,5.0,5.0,4.0,5.0,1,2018.0
21166,facebook,"Seattle, WA",Current Employee - Software Engineer,5.0,3.0,5.0,5.0,5.0,4.0,1,2018.0
21167,facebook,"Seattle, WA",Former Employee - Software Development Engineer,5.0,5.0,5.0,5.0,5.0,5.0,449,2014.0
21168,facebook,"Menlo Park, CA",Former Employee - Senior Software Engineer,5.0,4.0,4.0,4.0,4.0,4.0,4,2018.0
21169,facebook,"Altoona, IA",Former Employee - Critical Facility Engineer,4.0,5.0,5.0,4.0,5.0,3.0,16,2018.0
21170,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,3.0,1.0,5.0,3.0,3.0,1.0,22,2018.0
21171,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
21172,facebook,"Austin, TX",Current Employee - Technical Sourcer,4.0,4.0,5.0,2.0,4.0,4.0,0,2018.0
21173,facebook,"Menlo Park, CA",Current Employee - Executive Assistant,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
21174,facebook,"Menlo Park, CA",Current Employee - Software Engineer,4.0,4.0,5.0,5.0,5.0,4.0,4,2018.0
21175,facebook,"Menlo Park, CA",Former Employee - Software Engineer(Internship),4.0,3.0,4.0,4.0,5.0,4.0,0,2018.0
21176,facebook,"Seattle, WA",Current Employee - Software Engineer,4.0,2.0,3.0,5.0,5.0,4.0,11,2018.0
21177,facebook,"Menlo Park, CA",Former Employee - Software Engineer,4.0,3.0,4.0,4.0,4.0,4.0,0,2018.0
21178,facebook,"Menlo Park, CA",Current Employee - Data Scientist,4.0,3.0,4.0,4.0,4.0,4.0,4,2018.0
21179,facebook,"Menlo Park, CA",Current Employee - Project Manager,5.0,5.0,5.0,5.0,5.0,5.0,4,2018.0
21180,facebook,"San Francisco, CA",Current Employee - Anonymous Employee,3.0,4.0,4.0,5.0,3.0,3.0,0,2018.0
21181,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,4.0,3.0,5.0,5.0,4.0,5.0,5,2018.0
